0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.14272615,0.34060892,0.07020217,0.07057775,-0.20009561,-0.2810202,0.09928838,0.6964959,-0.39751264,-0.2427263,-0.03960277,-0.6288852,0.042977925,0.26933026,0.42805436,-0.22453909,0.50493014,0.0638826,-0.13604127,-0.58451384,0.1600583,-0.012135634,0.2952047,-0.22852851,-0.11385424,0.18885033,-0.3944583,-0.0027570885,-0.39895368,-0.06892441,0.3604981,-0.27555838,-0.12606362,-0.47538462,0.031108228,0.5462273,0.20736209,-0.09472703,-0.2585921,-0.107245855,0.108785756,-0.1294214,-0.32730815,0.033381846,0.4203233,0.063966356,-0.27147004,-0.0037255685,0.23591073,-0.024136212,0.08543846,-0.12734053,-0.08089999,-0.2557789,-0.109259345,0.10646628,0.13197252,0.009199539,0.20521381,0.062156703,-0.041427415,-0.16673747,0.18091808,-0.04616271,-0.29456666,0.36371332,-0.13772033,0.41208926,-0.37883574,-0.043346148,-0.15906562,0.40298298,-0.030360568,0.13458973,0.37657633,0.06661759,0.23926844,0.25554103,0.008907549,-0.17274325,-0.4748146,-0.25125647,-0.1300767,0.29168224,-0.08916289,-0.3240757,0.55641896,0.061164003,0.077691756,0.053725183,0.093896195,0.18139383,-0.030821493,0.0074096797,0.7840125,0.1973538,0.28988588,-0.17207097,0.43632984,0.030694896
-0.15950592,0.3216813,0.05421713,0.11553488,-0.21435785,-0.2714657,0.059333988,0.6839808,-0.40996724,-0.2471885,-0.030396087,-0.61588484,0.012797169,0.31948504,0.3921308,-0.23365916,0.47183833,0.11132744,-0.114532605,-0.63581294,0.25462484,0.00015725728,0.30882868,-0.23030035,-0.09695235,0.19283867,-0.4249956,0.038258743,-0.45831487,-0.13050047,0.36716527,-0.26745552,-0.07669573,-0.50774634,0.04151918,0.53202325,0.2701565,-0.08230815,-0.33410838,-0.054560587,0.1129263,-0.066984385,-0.410836,0.024019016,0.39880547,0.07395451,-0.27382997,0.019282842,0.28318584,0.00061197055,0.08849796,-0.21554723,-0.12339607,-0.21595202,-0.10364994,0.115473785,0.085993126,-0.005643059,0.22377156,0.107293546,-0.016275946,-0.15727359,0.24688919,-0.031333253,-0.31746107,0.34260842,-0.1950548,0.51275814,-0.3768378,-0.0526523,-0.10962427,0.4826201,-0.02730129,0.106211305,0.38604274,0.017322756,0.26663032,0.21831441,-0.037707184,-0.23794104,-0.4754801,-0.33671293,-0.13405675,0.2670704,-0.09668306,-0.30905664,0.5878876,0.0059850537,0.014422756,0.06998652,0.081057645,0.20880358,-0.076529935,0.06253807,0.74823445,0.18092056,0.274687,-0.12483333,0.450404,0.050884366
-0.09665637,0.37691703,-0.073075324,0.18675435,-0.17517875,-0.1976573,0.06281606,0.60932356,-0.5184639,-0.25351402,0.055624023,-0.56685865,0.0373162,0.33273715,0.37889925,-0.12718166,0.52751774,0.09559558,-0.2390808,-0.8776911,0.37394783,-0.0012493273,0.3558047,-0.25430408,-0.10451182,0.1313118,-0.42791292,0.05953835,-0.41148165,-0.13350925,0.41334638,-0.24155447,-0.0005151513,-0.5302358,0.052078284,0.50108695,0.3782538,-0.05909932,-0.2935258,-0.019951206,0.1014897,-0.02636161,-0.38193,0.01285707,0.4122539,0.1492498,-0.29498637,0.17781718,0.32390803,0.18915741,0.08657706,-0.17762522,-0.15991627,-0.1390796,-0.0977642,0.109929755,-0.010417426,-0.01210535,0.18162854,0.2247601,0.09394107,-0.15377958,0.30887535,0.08625936,-0.26462096,0.36557335,-0.18099353,0.6230224,-0.31411466,0.06640429,-0.015977567,0.47269702,-0.071022525,0.1636401,0.24831745,-0.023439411,0.273855,0.21430151,-0.04273885,-0.34409162,-0.41778705,-0.41846985,-0.16426599,0.06750241,0.0056452933,-0.20228973,0.5792734,0.056283586,0.00831995,0.13536729,0.091877736,0.267958,-0.25463173,0.25065818,0.7986196,0.0827635,0.14484641,-0.25398466,0.42693907,0.113009386
-0.062141094,0.32027054,0.06261174,0.17860879,-0.15197209,-0.2734388,0.09679242,0.66202664,-0.4492811,-0.25249106,0.022425504,-0.5793358,0.052579217,0.28228766,0.35027748,-0.07511848,0.4451888,0.022775222,-0.27970603,-0.6952048,0.15053953,0.037716284,0.35646942,-0.25450742,-0.013314566,0.13667879,-0.3572342,0.0074315746,-0.3664564,0.0032389022,0.37432674,-0.17729217,-0.029548297,-0.369656,-0.008340613,0.4170706,0.2483192,-0.105200626,-0.1252733,-0.21377318,0.07502994,-0.16452461,-0.34871238,0.043280184,0.34450507,0.12495065,-0.2391708,0.13419515,0.21497443,0.15653853,0.018944278,-0.15020964,-0.15043655,-0.108991854,-0.120949775,0.099797495,0.0726863,-0.010837756,0.060736917,0.18574408,0.038959093,-0.112259634,0.18314883,0.022315457,-0.30513725,0.3770999,-0.040416736,0.3644125,-0.3260615,0.088498056,-0.062591575,0.36159244,0.021319779,0.09299472,0.24052632,0.047908947,0.16728666,0.1456037,-0.050051045,-0.17407887,-0.3073598,-0.23247568,-0.20266794,0.14022213,-0.073851,-0.23969848,0.40246806,0.08564534,0.14587146,0.11757228,0.15651938,0.22221336,-0.11702636,0.09814411,0.78308266,0.15070231,0.22561128,-0.32368836,0.31855312,0.07141252
-0.078869045,0.3304442,0.054134704,0.09125325,-0.1782036,-0.25871363,0.12227092,0.681852,-0.42498252,-0.22433269,0.0026340294,-0.61708945,-0.0037006312,0.26947457,0.3897236,-0.12451015,0.44727755,0.029102102,-0.18200241,-0.6384699,0.15211834,0.0345306,0.39850834,-0.2383476,-0.07998237,0.18317527,-0.37747493,0.028995296,-0.39933702,-0.029242786,0.40497366,-0.21861218,-0.09471787,-0.47852024,0.029908303,0.5510628,0.18749873,-0.07637508,-0.18160482,-0.15720208,0.113631584,-0.22518128,-0.4104175,0.10252974,0.44576815,0.17133836,-0.23509915,0.05551816,0.2333956,0.026823515,0.042846564,-0.15499954,-0.11840141,-0.18958464,-0.159162,0.13930476,0.059758704,-0.022065777,0.10434141,0.08029477,-0.035155624,-0.115857154,0.17286932,-0.0241528,-0.31108922,0.4286653,-0.08607112,0.44854876,-0.35572487,-0.0017840213,-0.17956698,0.41255435,-0.007527726,0.06898083,0.37677297,0.027995985,0.1533987,0.22003303,0.029297836,-0.1605695,-0.4436339,-0.2987874,-0.19985394,0.23838659,-0.09436733,-0.35746694,0.58783656,0.06217681,0.14616717,0.04527494,0.106192395,0.19841172,-0.022028279,0.0214782,0.82851815,0.2220373,0.3731687,-0.21546878,0.35701072,0.043622065
0.09129957,0.32484326,0.073051505,0.35590607,-0.2028292,-0.20216848,0.07511574,0.74061096,-0.48787427,-0.32154354,0.022591444,-0.5344012,0.10168631,0.28013787,0.23108934,-0.22502074,0.5291988,0.012244152,-0.38110635,-0.70877403,0.10017089,0.043282792,0.40657482,-0.34762526,0.20786273,0.0009965143,-0.32373533,-0.071804725,-0.41854787,0.08099172,0.3597103,-0.20998667,-0.033878323,-0.3536793,-0.07410608,0.26666382,0.17195056,-0.067838,0.1030365,-0.53260475,-0.137035,-0.024094924,-0.19689451,-0.01829554,0.24438503,0.021745332,-0.15819006,0.09112418,0.16987097,0.3098255,-0.09590448,-0.25991538,-0.3507628,-0.09284002,-0.09657523,-0.10022732,0.033868965,-0.1449881,-0.15334861,0.23866017,-0.05962476,-0.0754774,0.24407785,0.032746233,-0.42840293,0.40842533,0.066755615,0.22033101,-0.4621949,0.16807204,0.012588978,0.47080413,0.114654414,0.04721956,0.16250609,-0.08492316,0.27557194,0.097779974,-0.118811965,-0.12988292,-0.13964868,-0.24972932,-0.23015627,0.12296199,0.052673142,-0.21708833,0.2661107,0.06924413,0.11298324,0.20914006,0.07181531,0.22859041,-0.04918175,0.22541684,0.6972208,0.08084365,0.0784273,-0.292025,0.34510666,-0.04814962
-0.04630421,0.3043782,0.06298128,0.12853585,-0.23905475,-0.27603042,0.090155885,0.69314957,-0.46097556,-0.30013403,-0.021544535,-0.60287225,0.060096223,0.2671665,0.34279704,-0.23925565,0.49167863,0.033870958,-0.21274331,-0.61265266,0.16902286,0.0095371045,0.33491272,-0.29237962,-0.05476929,0.104356825,-0.40313193,-0.019872159,-0.43078777,-0.022596762,0.38551986,-0.28897095,-0.056814525,-0.472788,0.03742265,0.5254218,0.20467,-0.060028493,-0.16632995,-0.21975347,0.00837797,-0.11898499,-0.33669674,0.024077687,0.36506096,0.06433519,-0.19566573,0.01808107,0.22380723,0.04544585,0.058435928,-0.18010597,-0.16077474,-0.22813745,-0.09048808,0.07333071,0.12531163,-0.027064398,0.11244239,0.143877,-0.047900252,-0.115600534,0.17168555,-0.058719218,-0.3667077,0.43584895,-0.12472425,0.3732169,-0.41513437,0.007637165,-0.1345882,0.41955182,0.040227223,0.11205563,0.36070356,0.021839416,0.24994129,0.20737772,-0.014772718,-0.17541286,-0.43950698,-0.25809598,-0.19850515,0.2710937,-0.06557702,-0.319324,0.49783272,0.07819788,0.1377493,0.1194385,0.080455564,0.20795245,-0.035544947,0.04220999,0.7797501,0.1679481,0.23500407,-0.19545445,0.45588788,-0.060460042
-0.1394457,0.30117264,0.030046895,0.099228546,-0.2049566,-0.29399008,0.07700119,0.6674869,-0.4599646,-0.27901086,0.023086758,-0.632439,0.033426188,0.40820363,0.40810826,-0.17600916,0.46328866,0.09570819,-0.13513674,-0.75007904,0.31740075,0.0021904553,0.33464128,-0.24244784,-0.13589522,0.15324812,-0.4456578,0.08610081,-0.45076376,-0.14071558,0.39260054,-0.27868548,-0.0038143953,-0.5589101,0.037616726,0.5599853,0.3257486,-0.06841794,-0.39543018,-0.019487888,0.116111144,-0.07588998,-0.44373748,0.026162723,0.41103026,0.13288867,-0.26902047,0.06061652,0.31467456,0.048980065,0.1266167,-0.22324362,-0.15001805,-0.21744451,-0.07920986,0.16818357,0.0844666,0.03649868,0.21136102,0.12569958,0.0002197996,-0.19310153,0.23301944,0.022477655,-0.28874502,0.4015058,-0.23662867,0.5617618,-0.37532142,0.008989957,-0.10904576,0.48483017,-0.00938264,0.13084154,0.39804128,0.036043067,0.26168376,0.22633244,-0.042217188,-0.25368652,-0.51797366,-0.36112908,-0.19527626,0.23153865,-0.09655359,-0.26191148,0.6361159,0.010217745,0.036467355,0.09476241,0.1288655,0.25560832,-0.14481615,0.106543116,0.8080678,0.21076566,0.2375533,-0.16960208,0.43462813,0.08621499
-0.06912816,0.39185828,0.012213108,0.21226643,-0.20770153,-0.317046,0.11992116,0.75168675,-0.4333504,-0.3078577,0.06323189,-0.5298587,0.046085246,0.3867942,0.3688641,-0.13736287,0.42929506,0.13030495,-0.18973999,-0.7127453,0.16409358,0.035572995,0.30930844,-0.18828371,-0.08322341,0.16681968,-0.38328063,0.009331806,-0.42568967,-0.05846024,0.40191877,-0.2762749,-0.07445361,-0.501271,0.027578542,0.52976334,0.3240319,-0.05473152,-0.3483119,-0.08535948,0.09903793,-0.095311336,-0.3799841,0.0015485866,0.39138877,0.1348615,-0.2479342,-0.009430777,0.26394466,0.07136614,0.01282175,-0.26416165,-0.22972833,-0.17074941,-0.07345011,0.17881179,0.029367402,-0.058978263,0.14529313,0.10500194,-0.011284255,-0.25484934,0.2746475,0.016417116,-0.25113595,0.35231802,-0.1722612,0.4331174,-0.420374,0.038420077,-0.04561689,0.42748868,-0.02204394,0.0029463498,0.3483909,0.031905968,0.18781753,0.2586474,-0.030003056,-0.1739602,-0.4309439,-0.3417507,-0.13754706,0.10873629,-0.12823926,-0.33486444,0.49592042,0.11429597,0.095025845,0.1196035,0.12152778,0.15333138,-0.054683376,0.10079274,0.7450642,0.15392004,0.29588795,-0.13252386,0.40065372,0.12460011
-0.034305733,0.18096648,0.11792117,0.21226858,-0.19296774,-0.2916871,0.110569164,0.7084894,-0.4520102,-0.31010032,0.009490821,-0.6177554,0.04222555,0.44820186,0.21572636,-0.17065766,0.41795936,0.099209465,-0.19546549,-0.69408417,0.2302697,0.0624776,0.3636705,-0.28131187,0.11370114,0.03344145,-0.41624284,-0.009161184,-0.50776404,-0.06118568,0.39230257,-0.24359846,0.061995868,-0.46862918,-0.023581268,0.4266932,0.254903,-0.00064624805,-0.18490992,-0.2645745,-0.049874067,-0.07003689,-0.46255535,0.014795015,0.23143026,0.07042346,-0.15043713,0.042921834,0.22384432,0.09086694,0.058622736,-0.3749379,-0.32666123,-0.17346524,-0.028424814,0.06973046,0.14588259,-0.07902326,-0.01456835,0.17507052,-0.10239768,-0.17949288,0.25388816,-0.01705929,-0.4580143,0.44418842,-0.18154483,0.3448686,-0.43703935,-0.019746512,-0.07749112,0.48101714,0.14224848,0.02949412,0.35403064,-0.077830724,0.23958097,0.08462663,-0.14068572,-0.15215059,-0.30434558,-0.284115,-0.2200626,0.25818563,-0.10794872,-0.23053658,0.46696725,-0.07435842,0.09164735,0.10925178,0.09401035,0.2724677,-0.013155416,0.124749385,0.69383574,0.21570645,0.1811663,-0.14659269,0.38834253,-0.008423103
