vector
-3.615206
-3.8014824
-3.1020293
-3.4977403
-3.4648564
-3.7072213
-3.1774943
-3.8505359
-3.4248424
-3.4464579
-3.7447186
-3.4949899
-3.3666148
-3.4010942
-3.3901246
-3.357024
-3.2744129
-3.3084068
-3.4561193
-3.0381615
-3.3497334
-3.3440645
-3.185052
-3.5008826
-3.7210133
-3.6327434
-3.6956613
-3.9847806
-3.5342515
-3.3675063
-3.7579687
-3.8042655
-3.8896005
-3.4149783
-3.3554902
-3.451485
-3.3414876
-3.6617823
-3.6906493
-3.293312
-3.419642
-3.197901
-3.2987247
-3.0597882
-3.2520082
-3.8029363
-3.1801152
-3.4506946
-3.5203109
-3.371126
-3.3277512
-3.6667078
-3.7167
-3.546579
-3.4409494
-3.5721285
-3.281938
-3.4654274
-3.2343965
-3.7458925
-3.6153648
-3.5121439
-3.5353172
-3.7052267
-3.5529997
-3.2962587
-3.6100347
-2.9975224
-3.1480403
-3.3467858
-3.5093417
-3.3474443
-3.7462976
-3.4636896
-3.7200494
-3.4068155
-3.6396132
-3.56918
-3.6927996
-3.8273363
-3.4450154
-3.6199033
-3.3756194
-3.5787027
-3.5391443
-3.3983254
-3.5618958
-3.4794538
-3.3636212
-3.5601122
-3.305145
-3.1331282
-3.591455
-3.6732354
-3.5844157
-3.6070573
-3.2878656
-3.4216578
-3.5060363
-3.3669348
-3.3867354
-3.7498147
-3.6378706
-4.0486503
-3.3080146
-3.3467965
-3.1745157
-3.2887905
-3.378256
-3.4572787
-3.2178502
-3.0360413
-3.8768036
-3.345772
-3.2276165
-3.3700345
-3.024153
-3.3568664
-3.523715
-2.9891973
-3.3589745
-3.2826524
-3.4124212
-3.4620652
-3.5640695
-3.086927
-3.6080532
-3.4655173
-3.4134398
-3.566955
-3.2763243
-3.1228
-3.3331935
-3.233544
-3.5279117
-3.517583
-3.225293
-3.687432
-3.4804878
-3.0773969
-3.0464804
-3.2667387
-3.2483363
-3.3377268
-3.3360841
-2.9765804
-3.4018807
-3.4562995
-3.5779963
-3.4150188
-3.4994953
-3.3819957
-3.1359742
-3.4280791
-3.3516982
-3.1274946
-3.277838
-3.1841445
-3.4317234
-3.2650344
-3.2213516
-3.0928602
-3.1361816
-3.2803357
-3.0373893
-3.6227405
-3.2014031
-3.2257721
-3.2509809
-3.4510548
-2.7071197
-3.6569629
-3.3176177
-3.3110933
-3.385294
-3.492853
-3.2516375
-3.4013867
-3.419654
-3.7116647
-3.8462625
-3.2957253
-3.4842083
-3.693593
-3.372904
-3.3636992
-3.3634706
-3.3033392
-2.9853995
-3.3214612
